order_id,customer_id,order_date,order_status,transaction_type,order_country,order_state,order_region,market,order_profit_per_order
41714,2940,8/31/2016,ON_HOLD,DEBIT,SudAfrica,Gauteng,Southern Africa,Africa,59.24
44599,1326,10/13/2016,ON_HOLD,DEBIT,Nigeria,Edo,West Africa,Africa,15.06
42949,9140,9/18/2016,ON_HOLD,DEBIT,Egipto,El Cairo,North Africa,Africa,22.24
45558,8401,10/27/2016,ON_HOLD,DEBIT,Togo,Marítima,West Africa,Africa,30.76
50472,5753,1/6/2017,ON_HOLD,DEBIT,Tanzania,Dar es Salaam,East Africa,Africa,36.27
45558,8401,10/27/2016,ON_HOLD,DEBIT,Togo,Marítima,West Africa,Africa,-81.89
44523,4998,10/11/2016,ON_HOLD,DEBIT,Egipto,El Cairo,North Africa,Africa,40.04
45558,8401,10/27/2016,ON_HOLD,DEBIT,Togo,Marítima,West Africa,Africa,40.04
43968,11591,10/3/2016,ON_HOLD,DEBIT,Níger,Niamey,West Africa,Africa,21.5
50472,5753,1/6/2017,ON_HOLD,DEBIT,Tanzania,Dar es Salaam,East Africa,Africa,16.8
42949,9140,9/18/2016,ON_HOLD,DEBIT,Egipto,El Cairo,North Africa,Africa,-40.31
48353,8093,12/6/2016,ON_HOLD,DEBIT,Benín,Alibori,West Africa,Africa,5.94
50472,5753,1/6/2017,ON_HOLD,DEBIT,Tanzania,Dar es Salaam,East Africa,Africa,100.38
46479,9089,11/9/2016,ON_HOLD,DEBIT,Nigeria,Plateau,West Africa,Africa,107.72
46479,9089,11/9/2016,ON_HOLD,DEBIT,Nigeria,Plateau,West Africa,Africa,-17.58
44934,5113,10/17/2016,ON_HOLD,DEBIT,Nigeria,Lagos,West Africa,Africa,76.72
48912,3167,12/14/2016,ON_HOLD,DEBIT,Sierra Leona,Meridional,West Africa,Africa,61.2
42949,9140,9/18/2016,ON_HOLD,DEBIT,Egipto,El Cairo,North Africa,Africa,98.39
69722,13275,10/14/2017,COMPLETE,DEBIT,España,Andalucía,Southern Europe,Europe,126.57
70560,14113,10/26/2017,COMPLETE,DEBIT,Francia,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Europe,-2550
70631,14184,10/28/2017,COMPLETE,DEBIT,Alemania,Bavaria,Western Europe,Europe,519.75
70756,14309,10/29/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,543.9
69612,13165,10/13/2017,COMPLETE,DEBIT,Italia,Campania,Southern Europe,Europe,149.73
71075,14628,11/3/2017,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,114
70913,14466,11/1/2017,COMPLETE,DEBIT,Bélgica,Amberes,Western Europe,Europe,18.59
69503,13056,10/11/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,93.4
71110,14663,11/4/2017,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,66.23
70556,14109,10/26/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,72
69825,13378,10/16/2017,COMPLETE,DEBIT,Suecia,Estocolmo,Northern Europe,Europe,146.01
69753,13306,10/15/2017,COMPLETE,DEBIT,Italia,Sicilia,Southern Europe,Europe,64.42
70681,14234,10/28/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,242.25
70609,14162,10/27/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,684
70963,14516,11/1/2017,COMPLETE,DEBIT,Italia,Toscana,Southern Europe,Europe,26.29
69680,13233,10/14/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,196.5
70554,14107,10/26/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,124.74
71125,14678,11/4/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,86.75
69877,13430,10/17/2017,COMPLETE,DEBIT,España,Galicia,Southern Europe,Europe,-26.49
70677,14230,10/28/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,456.3
69713,13266,10/14/2017,COMPLETE,DEBIT,Alemania,Schleswig-Holstein,Western Europe,Europe,-711.96
70941,14494,11/1/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,22.25
70766,14319,10/30/2017,COMPLETE,DEBIT,Francia,Centro-Valle de Loira,Western Europe,Europe,501.6
69963,13516,10/18/2017,COMPLETE,DEBIT,Italia,Lombardía,Southern Europe,Europe,153.38
69423,12976,10/10/2017,COMPLETE,DEBIT,Francia,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Europe,123.1
70657,14210,10/28/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,-1000.94
69746,13299,10/15/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,24.21
69872,13425,10/16/2017,COMPLETE,DEBIT,Suiza,Basilea-Ciudad,Western Europe,Europe,188.27
69511,13064,10/11/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,132.9
70817,14370,10/30/2017,COMPLETE,DEBIT,Alemania,Berlín,Western Europe,Europe,592.2
70655,14208,10/28/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,409.5
70637,14190,10/28/2017,COMPLETE,DEBIT,Francia,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Europe,491.4
70780,14333,10/30/2017,COMPLETE,DEBIT,España,Madrid,Southern Europe,Europe,249
70690,14243,10/28/2017,COMPLETE,DEBIT,Italia,Véneto,Southern Europe,Europe,560.25
69834,13387,10/16/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,117.44
70834,14387,10/30/2017,COMPLETE,DEBIT,Francia,Norte-Paso de Calais-Picardía,Western Europe,Europe,58.52
70762,14315,10/29/2017,COMPLETE,DEBIT,Francia,Centro-Valle de Loira,Western Europe,Europe,202.94
70564,14117,10/27/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,-202.94
69419,12972,10/10/2017,COMPLETE,DEBIT,Italia,Lacio,Southern Europe,Europe,139
69869,13422,10/16/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,74.13
69922,13475,10/17/2017,COMPLETE,DEBIT,Italia,Liguria,Southern Europe,Europe,27.12
69490,13043,10/11/2017,COMPLETE,DEBIT,Francia,Auvernia-Ródano-Alpes,Western Europe,Europe,104.87
70580,14133,10/27/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,390
70831,14384,10/30/2017,COMPLETE,DEBIT,España,Madrid,Southern Europe,Europe,326.25
70615,14168,10/27/2017,COMPLETE,DEBIT,Países Bajos,Limburgo,Western Europe,Europe,-99
48866,2004,12/14/2016,COMPLETE,DEBIT,Ucrania,Lugansk,Eastern Europe,Europe,-8.73
65164,12291,8/9/2017,COMPLETE,DEBIT,Francia,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Europe,32.67
62310,10113,6/28/2017,COMPLETE,DEBIT,Alemania,Sajonia,Western Europe,Europe,55.12
68558,6881,9/27/2017,COMPLETE,DEBIT,Italia,Apulia,Southern Europe,Europe,-436.49
67905,4340,9/18/2017,COMPLETE,DEBIT,Francia,Norte-Paso de Calais-Picardía,Western Europe,Europe,-223.19
45264,1275,10/22/2016,COMPLETE,DEBIT,Rusia,Daguestán,Eastern Europe,Europe,-0.33
15914,5828,8/21/2015,COMPLETE,DEBIT,Italia,Emilia-Romaña,Southern Europe,Europe,14.51
68786,1847,10/1/2017,COMPLETE,DEBIT,Alemania,Bavaria,Western Europe,Europe,446.4
66437,5663,8/27/2017,COMPLETE,DEBIT,Bélgica,Henao,Western Europe,Europe,37.85
47482,1679,11/24/2016,COMPLETE,DEBIT,Rumania,Timis,Eastern Europe,Europe,-31.86
19783,3219,10/16/2015,COMPLETE,DEBIT,Alemania,Berlín,Western Europe,Europe,1.87
48675,5260,12/11/2016,COMPLETE,DEBIT,Rusia,Bashkortostán,Eastern Europe,Europe,19
64268,113,7/27/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,54.81
67991,8535,9/19/2017,COMPLETE,DEBIT,Italia,Sicilia,Southern Europe,Europe,72
68786,1847,10/1/2017,COMPLETE,DEBIT,Alemania,Bavaria,Western Europe,Europe,7.5
19954,9264,10/19/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,29
14304,465,7/28/2015,COMPLETE,DEBIT,España,Andalucía,Southern Europe,Europe,47.52
10365,5421,6/1/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,34.3
62310,10113,6/28/2017,COMPLETE,DEBIT,Alemania,Sajonia,Western Europe,Europe,46.06
17304,4474,9/10/2015,COMPLETE,DEBIT,Alemania,Sajonia-Anhalt,Western Europe,Europe,47.04
63913,1962,7/21/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,85.2
18842,11681,10/3/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,43.65
14696,4211,8/3/2015,COMPLETE,DEBIT,Alemania,Baden-Wurtemberg,Western Europe,Europe,46.56
68742,197,9/30/2017,COMPLETE,DEBIT,Italia,Campania,Southern Europe,Europe,46.08
65062,11681,8/7/2017,COMPLETE,DEBIT,Reino Unido,Escocia,Northern Europe,Europe,-4.75
14237,8224,7/27/2015,COMPLETE,DEBIT,Italia,Basilicata,Southern Europe,Europe,24.7
66020,9590,8/21/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,8.5
13556,7258,7/17/2015,COMPLETE,DEBIT,Italia,Campania,Southern Europe,Europe,-141.74
67665,6365,9/14/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,34.3
19319,9046,10/9/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,22.68
17543,554,9/14/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,34.3
18064,4784,9/21/2015,COMPLETE,DEBIT,Alemania,Baja Sajonia,Western Europe,Europe,43.71
11006,5761,6/10/2015,COMPLETE,DEBIT,Austria,Carintia,Western Europe,Europe,6.75
64961,3241,8/6/2017,COMPLETE,DEBIT,Francia,Provenza-Alpes-Costa Azul,Western Europe,Europe,9.94
15040,7092,8/8/2015,COMPLETE,DEBIT,Francia,Bretaña,Western Europe,Europe,26.4
11594,10556,6/19/2015,COMPLETE,DEBIT,Países Bajos,Frisia,Western Europe,Europe,8.8
15031,11104,8/8/2015,COMPLETE,DEBIT,Austria,Viena,Western Europe,Europe,-3.31
64304,10479,7/27/2017,COMPLETE,DEBIT,Países Bajos,Brabante Septentrional,Western Europe,Europe,30.85
50410,6365,1/5/2017,COMPLETE,DEBIT,Ucrania,Donetsk,Eastern Europe,Europe,10.58
15914,5828,8/21/2015,COMPLETE,DEBIT,Italia,Emilia-Romaña,Southern Europe,Europe,-74.69
14976,10564,8/7/2015,COMPLETE,DEBIT,Italia,Lacio,Southern Europe,Europe,20.75
62921,6198,7/7/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,-6.57
12438,482,7/1/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,8.3
64446,9388,7/29/2017,COMPLETE,DEBIT,Países Bajos,Holanda Septentrional,Western Europe,Europe,-263.47
64229,11664,7/26/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,-71.99
68703,9515,9/29/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,72
68703,9515,9/29/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,45
68845,6584,10/1/2017,COMPLETE,DEBIT,Alemania,Berlín,Western Europe,Europe,25.35
48190,3960,12/4/2016,COMPLETE,DEBIT,Rumania,Iasi,Eastern Europe,Europe,21
48190,3960,12/4/2016,COMPLETE,DEBIT,Rumania,Iasi,Eastern Europe,Europe,42.25
66865,11905,9/3/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,5.22
45389,3556,10/24/2016,COMPLETE,DEBIT,Lituania,Vilna,Northern Europe,Europe,20.4
66865,11905,9/3/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,-337.97
13470,7215,7/16/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,33.8
66174,3913,8/23/2017,COMPLETE,DEBIT,Italia,Véneto,Southern Europe,Europe,61.1
70056,13609,10/19/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,44.64
65398,4849,8/12/2017,COMPLETE,DEBIT,Francia,Bretaña,Western Europe,Europe,62.4
64076,275,7/24/2017,COMPLETE,DEBIT,Francia,Auvernia-Ródano-Alpes,Western Europe,Europe,-103.99
18010,7940,9/20/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,58.5
50815,10449,1/11/2017,COMPLETE,DEBIT,Eslovaquia,Nitra,Eastern Europe,Europe,-212.34
42670,7424,9/14/2016,COMPLETE,DEBIT,Ucrania,Donetsk,Eastern Europe,Europe,46.71
50832,11228,1/12/2017,COMPLETE,DEBIT,Lituania,Kaunas,Northern Europe,Europe,20.19
12051,6078,6/25/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,36.03
16238,9316,8/26/2015,COMPLETE,DEBIT,Italia,Toscana,Southern Europe,Europe,-43.53
20051,9760,10/20/2015,COMPLETE,DEBIT,España,Castilla y León,Southern Europe,Europe,36.03
70487,14040,10/25/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,57.63
20261,11659,10/23/2015,COMPLETE,DEBIT,Francia,Provenza-Alpes-Costa Azul,Western Europe,Europe,27.91
11318,5624,6/15/2015,COMPLETE,DEBIT,Francia,Países del Loira,Western Europe,Europe,29.1
66173,5624,8/23/2017,COMPLETE,DEBIT,Países Bajos,Holanda Septentrional,Western Europe,Europe,47.62
64652,3373,8/1/2017,COMPLETE,DEBIT,Austria,Viena,Western Europe,Europe,55.34
62392,9760,6/29/2017,COMPLETE,DEBIT,Alemania,Baden-Wurtemberg,Western Europe,Europe,19.3
19783,3219,10/16/2015,COMPLETE,DEBIT,Alemania,Berlín,Western Europe,Europe,-9.14
17304,4474,9/10/2015,COMPLETE,DEBIT,Alemania,Sajonia-Anhalt,Western Europe,Europe,12.87
16663,7031,9/1/2015,COMPLETE,DEBIT,Austria,Salzburgo,Western Europe,Europe,-107.2
14600,10972,8/2/2015,COMPLETE,DEBIT,Países Bajos,Utrecht,Western Europe,Europe,34.75
13575,970,7/18/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,12.87
13190,9180,7/12/2015,COMPLETE,DEBIT,Alemania,Renania-Palatinado,Western Europe,Europe,-157.65
42066,6844,9/6/2016,COMPLETE,DEBIT,Polonia,Mazovia,Eastern Europe,Europe,33.12
70252,13805,10/22/2017,COMPLETE,DEBIT,Suecia,Västra Götaland,Northern Europe,Europe,94.49
65751,6277,8/17/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,17.58
65101,9560,8/8/2017,COMPLETE,DEBIT,Finlandia,Uusimaa,Northern Europe,Europe,38.22
15864,6586,8/20/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,38.22
14469,8684,7/31/2015,COMPLETE,DEBIT,Suecia,Estocolmo,Northern Europe,Europe,26.75
13812,12319,7/21/2015,COMPLETE,DEBIT,Finlandia,Uusimaa,Northern Europe,Europe,11.21
70414,13967,10/24/2017,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,-4.55
65293,2254,8/11/2017,COMPLETE,DEBIT,Italia,Lacio,Southern Europe,Europe,43.06
18672,1229,9/30/2015,COMPLETE,DEBIT,Italia,Lombardía,Southern Europe,Europe,59.87
10911,8280,6/9/2015,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,14.4
62767,5234,7/5/2017,COMPLETE,DEBIT,Países Bajos,Holanda Meridional,Western Europe,Europe,28.22
64652,3373,8/1/2017,COMPLETE,DEBIT,Austria,Viena,Western Europe,Europe,31.85
19894,6609,10/18/2015,COMPLETE,DEBIT,Alemania,Hamburgo,Western Europe,Europe,38.22
17005,6643,9/6/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,7.64
46152,6278,11/4/2016,COMPLETE,DEBIT,Ucrania,Dnipropetrovsk,Eastern Europe,Europe,30.01
70287,13840,10/23/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,-187.05
41621,9487,8/30/2016,COMPLETE,DEBIT,Lituania,Kaunas,Northern Europe,Europe,5.12
66021,10996,8/21/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,35.31
14023,5990,7/24/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,40.98
69242,12795,10/7/2017,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,18.62
70179,13732,10/21/2017,COMPLETE,DEBIT,Italia,Véneto,Southern Europe,Europe,-277.11
10454,5091,6/2/2015,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,25.6
13810,2979,7/21/2015,COMPLETE,DEBIT,España,País Vasco,Southern Europe,Europe,9.46
12339,7735,6/30/2015,COMPLETE,DEBIT,Italia,Emilia-Romaña,Southern Europe,Europe,35.31
12294,2864,6/29/2015,COMPLETE,DEBIT,Italia,Trentino-Alto Adigio,Southern Europe,Europe,14.25
68278,12240,9/23/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,42.62
66855,4836,9/2/2017,COMPLETE,DEBIT,Países Bajos,Holanda Septentrional,Western Europe,Europe,40.98
65233,3033,8/10/2017,COMPLETE,DEBIT,Bélgica,Amberes,Western Europe,Europe,-17.4
64978,1231,8/6/2017,COMPLETE,DEBIT,Alemania,Baden-Wurtemberg,Western Europe,Europe,6.3
64304,10479,7/27/2017,COMPLETE,DEBIT,Países Bajos,Brabante Septentrional,Western Europe,Europe,-220.66
61831,2652,6/21/2017,COMPLETE,DEBIT,Alemania,Baja Sajonia,Western Europe,Europe,-92.42
61602,12413,6/18/2017,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,44.13
41717,5553,8/31/2016,COMPLETE,DEBIT,Austria,Viena,Western Europe,Europe,44.13
19707,9264,10/15/2015,COMPLETE,DEBIT,Países Bajos,Brabante Septentrional,Western Europe,Europe,6.3
19272,4557,10/9/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,32.78
17525,849,9/13/2015,COMPLETE,DEBIT,Francia,Provenza-Alpes-Costa Azul,Western Europe,Europe,60.52
13462,2594,7/16/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,40.35
12718,3496,7/5/2015,COMPLETE,DEBIT,Alemania,Bavaria,Western Europe,Europe,34.04
70304,13857,10/23/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,113.13
10743,8994,6/6/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,-42.21
66853,1260,9/2/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,27.45
64646,11997,8/1/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,57.4
12878,8274,7/7/2015,COMPLETE,DEBIT,Dinamarca,Dinamarca Meridional,Northern Europe,Europe,39.06
12842,5364,7/7/2015,COMPLETE,DEBIT,Reino Unido,Escocia,Northern Europe,Europe,2.5
17734,3976,9/16/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,27.07
71160,14713,11/4/2017,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,66.45
68093,7506,9/20/2017,COMPLETE,DEBIT,Francia,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Europe,40.56
62576,4907,7/2/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,0
61600,10306,6/18/2017,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,33.69
19388,10829,10/11/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,32.45
19272,4557,10/9/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,8.74
16646,21,8/31/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,46.8
14741,4209,8/4/2015,COMPLETE,DEBIT,Francia,Norte-Paso de Calais-Picardía,Western Europe,Europe,59.9
10718,155,6/6/2015,COMPLETE,DEBIT,Alemania,Sajonia,Western Europe,Europe,34.94
49060,9313,12/17/2016,COMPLETE,DEBIT,Rusia,Bashkortostán,Eastern Europe,Europe,26.79
68802,10670,10/1/2017,COMPLETE,DEBIT,Finlandia,Uusimaa,Northern Europe,Europe,44.83
17613,10386,9/15/2015,COMPLETE,DEBIT,Suecia,Escania,Northern Europe,Europe,58.04
15791,942,8/19/2015,COMPLETE,DEBIT,Reino Unido,Escocia,Northern Europe,Europe,44.83
15400,3272,8/13/2015,COMPLETE,DEBIT,Suecia,Estocolmo,Northern Europe,Europe,21.98
11170,11074,6/13/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,-1.73
18165,12005,9/23/2015,COMPLETE,DEBIT,Italia,Lombardía,Southern Europe,Europe,14.25
68398,2789,9/25/2017,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,41.74
15099,6167,8/9/2015,COMPLETE,DEBIT,Italia,Emilia-Romaña,Southern Europe,Europe,12.35
13406,11786,7/15/2015,COMPLETE,DEBIT,Italia,Apulia,Southern Europe,Europe,7.78
66166,290,8/23/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,-22.8
17896,1500,9/19/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,21.66
16471,10139,8/29/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,19.95
71267,14820,11/6/2017,COMPLETE,DEBIT,Francia,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Europe,210.43
67980,4703,9/19/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,37.05
66166,290,8/23/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,15.44
61600,10306,6/18/2017,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,59.28
17927,10642,9/19/2015,COMPLETE,DEBIT,Alemania,Sajonia,Western Europe,Europe,59.28
17521,85,9/13/2015,COMPLETE,DEBIT,Alemania,Baja Sajonia,Western Europe,Europe,59.28
16948,6018,9/5/2015,COMPLETE,DEBIT,Alemania,Bavaria,Western Europe,Europe,-82.37
15449,899,8/14/2015,COMPLETE,DEBIT,Suiza,Berna,Western Europe,Europe,53.1
14741,4209,8/4/2015,COMPLETE,DEBIT,Francia,Norte-Paso de Calais-Picardía,Western Europe,Europe,25.93
13459,1457,7/16/2015,COMPLETE,DEBIT,Países Bajos,Groningen,Western Europe,Europe,43.22
12328,5537,6/29/2015,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,32.11
12236,9538,6/28/2015,COMPLETE,DEBIT,Francia,Provenza-Alpes-Costa Azul,Western Europe,Europe,32.11
43785,11420,10/1/2016,COMPLETE,DEBIT,Ucrania,Járkov,Eastern Europe,Europe,27.21
64229,11664,7/26/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,31.94
45389,3556,10/24/2016,COMPLETE,DEBIT,Lituania,Vilna,Northern Europe,Europe,4.67
18997,10434,10/5/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,58.96
10345,6258,5/31/2015,COMPLETE,DEBIT,Suecia,Estocolmo,Northern Europe,Europe,3.69
68396,11163,9/25/2017,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,32.31
64850,5147,8/4/2017,COMPLETE,DEBIT,España,Galicia,Southern Europe,Europe,58.96
41324,2535,8/26/2016,COMPLETE,DEBIT,Croacia,Grad Zagreb,Southern Europe,Europe,44.22
16435,6852,8/28/2015,COMPLETE,DEBIT,Italia,Abruzos,Southern Europe,Europe,29.24
14976,10564,8/7/2015,COMPLETE,DEBIT,Italia,Lacio,Southern Europe,Europe,58.96
13406,11786,7/15/2015,COMPLETE,DEBIT,Italia,Apulia,Southern Europe,Europe,-202.69
67598,8374,9/13/2017,COMPLETE,DEBIT,Francia,Normandía,Western Europe,Europe,136.08
67905,4340,9/18/2017,COMPLETE,DEBIT,Francia,Norte-Paso de Calais-Picardía,Western Europe,Europe,41.52
67801,8487,9/16/2017,COMPLETE,DEBIT,Francia,Norte-Paso de Calais-Picardía,Western Europe,Europe,-21.62
65277,318,8/10/2017,COMPLETE,DEBIT,Alemania,Berlín,Western Europe,Europe,27.64
65178,2869,8/9/2017,COMPLETE,DEBIT,Alemania,Hesse,Western Europe,Europe,-4.67
61773,12215,6/20/2017,COMPLETE,DEBIT,Alemania,Berlín,Western Europe,Europe,31.94
61599,6905,6/18/2017,COMPLETE,DEBIT,Francia,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Europe,49.14
18842,11681,10/3/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,13.88
12994,9035,7/9/2015,COMPLETE,DEBIT,Francia,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Europe,-184.26
42315,10552,9/9/2016,COMPLETE,DEBIT,República Checa,Praga,Eastern Europe,Europe,12.09
62456,316,6/30/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,43.88
11490,8197,6/17/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,-32.28
65424,749,8/13/2017,COMPLETE,DEBIT,Italia,Lombardía,Southern Europe,Europe,25.66
71283,14836,11/6/2017,COMPLETE,DEBIT,España,Andalucía,Southern Europe,Europe,210.3
64794,11591,8/3/2017,COMPLETE,DEBIT,España,Madrid,Southern Europe,Europe,45.33
16700,9995,9/1/2015,COMPLETE,DEBIT,Italia,Sicilia,Southern Europe,Europe,12.09
14976,10564,8/7/2015,COMPLETE,DEBIT,Italia,Lacio,Southern Europe,Europe,56.82
12371,2270,6/30/2015,COMPLETE,DEBIT,España,Castilla y León,Southern Europe,Europe,37.84
63913,1962,7/21/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,33.85
20019,2609,10/20/2015,COMPLETE,DEBIT,Francia,Normandía,Western Europe,Europe,-22.73
18842,11681,10/3/2015,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,58.03
16886,8755,9/4/2015,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,58.03
49060,9313,12/17/2016,COMPLETE,DEBIT,Rusia,Bashkortostán,Eastern Europe,Europe,55.6
41765,9885,9/1/2016,COMPLETE,DEBIT,Ucrania,Mykolayiv,Eastern Europe,Europe,48.5
69201,12754,10/7/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,23.66
64514,7491,7/30/2017,COMPLETE,DEBIT,Finlandia,Uusimaa,Northern Europe,Europe,34.07
11160,10973,6/12/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,22.36
