order_item_id,order_id,product_id,order_item_quantity,order_item_product_price,order_item_discount,order_item_discount_price,sales,order_item_total,order_item_profit_ratio
156116,62462,957,1,299.98,3,0.01,299.98,296.98,0.2
44660,17876,957,1,299.98,6,0.02,299.98,293.98,-0.67
49198,19681,1004,1,399.98,8,0.02,399.98,391.98,0.27
44658,17876,957,1,299.98,9,0.03,299.98,290.98,0.34
35459,14165,957,1,299.98,9,0.03,299.98,290.98,-0.24
32476,12986,957,1,299.98,9,0.03,299.98,290.98,0.47
47388,18949,957,1,299.98,12,0.04,299.98,287.98,0.31
27918,11173,1004,1,399.98,16,0.04,399.98,383.98,0
40516,16229,957,1,299.98,15,0.05,299.98,284.98,0.48
27550,10995,957,1,299.98,15,0.05,299.98,284.98,0.1
30040,12024,957,1,299.98,15,0.05,299.98,284.98,0.45
39889,15966,1004,1,399.98,22,0.06,399.98,377.98,0.36
126988,50811,957,1,299.98,21,0.07,299.98,278.98,0.46
26989,10785,957,1,299.98,21,0.07,299.98,278.98,0.35
127781,51127,957,1,299.98,27,0.09,299.98,272.98,0.29
124791,49917,957,1,299.98,27,0.09,299.98,272.98,0.26
154691,61886,957,1,299.98,27,0.09,299.98,272.98,0.34
27333,10915,957,1,299.98,27,0.09,299.98,272.98,0.03
40515,16229,1004,1,399.98,36,0.09,399.98,363.98,0.01
27174,10849,1004,1,399.98,36,0.09,399.98,363.98,0.48
27332,10915,957,1,299.98,30,0.1,299.98,269.98,0.33
42532,17009,1004,1,399.98,40,0.1,399.98,359.98,0.31
37951,15174,1004,1,399.98,40,0.1,399.98,359.98,0.28
39406,15764,957,1,299.98,30,0.1,299.98,269.98,0.47
156435,62583,957,1,299.98,30,0.1,299.98,269.98,0.1
39178,15671,957,1,299.98,36,0.12,299.98,263.98,0.34
156434,62583,957,1,299.98,36,0.12,299.98,263.98,0.39
154977,61985,957,1,299.98,36,0.12,299.98,263.98,0.46
34477,13769,957,1,299.98,36,0.12,299.98,263.98,-0.8
170884,68353,957,1,299.98,39,0.13,299.98,260.98,0.11
169117,67644,957,1,299.98,39,0.13,299.98,260.98,-1.23
39177,15671,957,1,299.98,39,0.13,299.98,260.98,0.32
26153,10445,957,1,299.98,39,0.13,299.98,260.98,0.35
32474,12986,1004,1,399.98,52,0.13,399.98,347.98,0.32
169777,67903,957,1,299.98,45,0.15,299.98,254.98,0.36
39890,15966,957,1,299.98,45,0.15,299.98,254.98,-1.7
169992,67997,957,1,299.98,45,0.15,299.98,254.98,0.48
44661,17876,1004,1,399.98,60,0.15,399.98,339.98,0.36
49197,19681,957,1,299.98,48,0.16,299.98,251.98,0.09
37640,15035,1004,1,399.98,68,0.17,399.98,331.98,0.25
41539,16620,1004,1,399.98,68,0.17,399.98,331.98,0.11
159866,63951,957,1,299.98,54,0.18,299.98,245.98,-0.07
34481,13769,1004,1,399.98,72,0.18,399.98,327.98,0.23
37950,15174,957,1,299.98,60,0.2,299.98,239.98,0.12
27823,11127,1004,1,399.98,80,0.2,399.98,319.98,0.13
34988,13981,957,1,299.98,60,0.2,299.98,239.98,0.33
34480,13769,1004,1,399.98,80,0.2,399.98,319.98,0.11
48253,19301,1004,1,399.98,100,0.25,399.98,299.99,-0.8
166341,66550,957,1,299.98,75,0.25,299.98,224.99,0.31
34985,13981,957,1,299.98,75,0.25,299.98,224.99,0.45
172430,69115,1346,1,31.08,0,0,31.08,31.08,0.49
172203,68888,1346,1,31.08,4.04,0.13,31.08,27.04,0.47
172415,69100,1346,1,31.08,5.59,0.18,31.08,25.49,0.36
172360,69045,1346,1,31.08,6.22,0.2,31.08,24.86,0.35
174793,71478,1354,1,164.38,4.93,0.03,164.38,159.45,0.11
174881,71566,1354,1,164.38,8.22,0.05,164.38,156.16,0.21
174182,70867,1352,1,252.88,37.93,0.15,252.88,214.95,0.33
40657,16283,191,1,99.99,3,0.03,99.99,96.99,0.47
165105,66059,191,1,99.99,5,0.05,99.99,94.99,0.36
35195,14063,191,1,99.99,15,0.15,99.99,84.99,-0.21
171675,68670,403,1,129.99,0,0,129.99,129.99,-0.25
43135,17244,403,1,129.99,0,0,129.99,129.99,0.19
47706,19087,403,1,129.99,1.3,0.01,129.99,128.69,0.3
35741,14286,403,1,129.99,6.5,0.05,129.99,123.49,0.27
43136,17244,365,1,59.99,3,0.05,59.99,56.99,-1.2
126871,50767,365,1,59.99,4.2,0.07,59.99,55.79,0.34
173705,70390,1350,1,357.1,32.14,0.09,357.1,324.96,0.31
154776,61915,403,1,129.99,20.8,0.16,129.99,109.19,0.09
42408,16964,403,1,129.99,32.5,0.25,129.99,97.49,0.35
44438,17779,502,1,50,2.5,0.05,50,47.5,0.03
154777,61915,502,1,50,3.5,0.07,50,46.5,0.34
171676,68670,502,1,50,6,0.12,50,44,0.02
42406,16964,957,1,299.98,9,0.03,299.98,290.98,-1.33
43133,17244,1004,1,399.98,12,0.03,399.98,387.98,0.14
126874,50767,957,1,299.98,45,0.15,299.98,254.98,0.27
161271,64518,957,1,299.98,51,0.17,299.98,248.98,0.34
44440,17779,1004,1,399.98,100,0.25,399.98,299.99,-0.21
24310,9733,44,1,59.99,1.2,0.02,59.99,58.79,0.1
153953,61571,191,1,99.99,5,0.05,99.99,94.99,0.25
153952,61571,191,1,99.99,5.5,0.06,99.99,94.49,0.28
359,152,191,1,99.99,10,0.1,99.99,89.99,0.33
142628,57021,191,1,99.99,13,0.13,99.99,86.99,0.48
150301,60050,359,1,99.99,13,0.13,99.99,86.99,0.5
10645,4256,191,1,99.99,16,0.16,99.99,83.99,0.06
7116,2836,191,1,99.99,16,0.16,99.99,83.99,0.49
131975,52790,403,1,129.99,0,0,129.99,129.99,0.32
6431,2571,403,1,129.99,1.3,0.01,129.99,128.69,0.3
8407,3387,365,1,59.99,0.6,0.01,59.99,59.39,0.04
136116,54429,403,1,129.99,2.6,0.02,129.99,127.39,0.29
22469,9011,403,1,129.99,2.6,0.02,129.99,127.39,0.47
136508,54577,365,1,59.99,1.8,0.03,59.99,58.19,0.32
132218,52886,365,1,59.99,1.8,0.03,59.99,58.19,-0.73
142659,57030,403,1,129.99,3.9,0.03,129.99,126.09,0.01
152147,60801,403,1,129.99,5.2,0.04,129.99,124.79,0.29
23796,9520,403,1,129.99,5.2,0.04,129.99,124.79,0.3
7555,3031,403,1,129.99,5.2,0.04,129.99,124.79,0.31
130573,52262,403,1,129.99,6.5,0.05,129.99,123.49,0.1
152146,60801,403,1,129.99,6.5,0.05,129.99,123.49,0.47
137946,55161,403,1,129.99,6.5,0.05,129.99,123.49,0.35
720,287,403,1,129.99,6.5,0.05,129.99,123.49,0.47
150491,60135,403,1,129.99,6.5,0.05,129.99,123.49,-0.77
19534,7812,365,1,59.99,3.3,0.06,59.99,56.69,0.45
132080,52831,403,1,129.99,7.15,0.06,129.99,122.84,0.49
131465,52595,403,1,129.99,7.15,0.06,129.99,122.84,0.29
133189,53309,365,1,59.99,3.3,0.06,59.99,56.69,0.36
150490,60135,403,1,129.99,7.15,0.06,129.99,122.84,0.36
139652,55848,403,1,129.99,9.1,0.07,129.99,120.89,0.47
132076,52831,365,1,59.99,4.2,0.07,59.99,55.79,0.44
130741,52322,403,1,129.99,9.1,0.07,129.99,120.89,0.34
8487,3417,403,1,129.99,9.1,0.07,129.99,120.89,0.11
19455,7781,365,1,59.99,4.2,0.07,59.99,55.79,0.11
142629,57021,403,1,129.99,11.7,0.09,129.99,118.29,0.11
153356,61301,403,1,129.99,11.7,0.09,129.99,118.29,0.47
140738,56269,365,1,59.99,6,0.1,59.99,53.99,0.02
128823,51546,403,1,129.99,13,0.1,129.99,116.99,0.35
21626,8661,403,1,129.99,13,0.1,129.99,116.99,0.09
5556,2217,403,1,129.99,13,0.1,129.99,116.99,-1.7
7017,2795,403,1,129.99,15.6,0.12,129.99,114.39,0.08
721,287,365,1,59.99,7.2,0.12,59.99,52.79,0.47
17189,6864,365,1,59.99,7.2,0.12,59.99,52.79,0.33
146386,58485,403,1,129.99,15.6,0.12,129.99,114.39,0.33
151153,60398,403,1,129.99,16.9,0.13,129.99,113.09,0.26
144058,57588,403,1,129.99,16.9,0.13,129.99,113.09,0.27
137916,55151,403,1,129.99,16.9,0.13,129.99,113.09,-0.6
140322,56107,403,1,129.99,19.5,0.15,129.99,110.49,-0.13
19536,7812,403,1,129.99,20.8,0.16,129.99,109.19,0.35
18432,7361,403,1,129.99,20.8,0.16,129.99,109.19,0.47
6620,2638,365,1,59.99,9.6,0.16,59.99,50.39,0.38
143712,57449,403,1,129.99,20.8,0.16,129.99,109.19,0.31
12287,4913,403,1,129.99,20.8,0.16,129.99,109.19,0.28
153954,61571,403,1,129.99,20.8,0.16,129.99,109.19,0.09
21589,8647,403,1,129.99,20.8,0.16,129.99,109.19,0.38
7120,2836,403,1,129.99,20.8,0.16,129.99,109.19,0.46
18431,7361,403,1,129.99,22.1,0.17,129.99,107.89,0.45
146305,58450,365,1,59.99,10.2,0.17,59.99,49.79,0.31
152800,61083,403,1,129.99,22.1,0.17,129.99,107.89,0.1
12286,4913,403,1,129.99,22.1,0.17,129.99,107.89,0.07
21588,8647,403,1,129.99,22.1,0.17,129.99,107.89,0.34
12285,4913,403,1,129.99,23.4,0.18,129.99,106.59,0.48
24517,9820,365,1,59.99,12,0.2,59.99,47.99,-1.6
7016,2795,365,1,59.99,15,0.25,59.99,44.99,0.3
17192,6864,403,1,129.99,32.5,0.25,129.99,97.49,0.19
15824,6323,403,1,129.99,32.5,0.25,129.99,97.49,-0.57
140143,56050,403,1,129.99,32.5,0.25,129.99,97.49,0.26
24309,9733,564,1,30,0.6,0.02,30,29.4,0.17
23794,9520,627,1,39.99,1.6,0.04,39.99,38.39,0.33
131473,52597,502,1,50,3.5,0.07,50,46.5,0.18
18994,7579,502,1,50,5,0.1,50,45,0.35
150431,60115,502,1,50,8,0.16,50,42,0.3
140142,56050,502,1,50,8,0.16,50,42,0.33
1357,545,502,1,50,9,0.18,50,41,0.09
14428,5795,917,1,21.99,0,0,21.99,21.99,0.5
132222,52886,924,1,15.99,0.16,0.01,15.99,15.83,0.34
147925,59102,957,1,299.98,0,0,299.98,299.98,-0.07
24518,9820,1004,1,399.98,0,0,399.98,399.98,0.13
25207,10091,957,1,299.98,0,0,299.98,299.98,0.34
147924,59102,957,1,299.98,3,0.01,299.98,296.98,0.1
5067,2023,1004,1,399.98,4,0.01,399.98,395.98,0.29
21876,8765,957,1,299.98,3,0.01,299.98,296.98,0.29
21879,8765,1004,1,399.98,4,0.01,399.98,395.98,0.31
722,287,1004,1,399.98,4,0.01,399.98,395.98,0.27
21587,8647,957,1,299.98,3,0.01,299.98,296.98,-1.6
12959,5191,1004,1,399.98,12,0.03,399.98,387.98,0.26
22468,9011,957,1,299.98,12,0.04,299.98,287.98,0.46
25210,10091,1004,1,399.98,16,0.04,399.98,383.98,0.46
14875,5972,957,1,299.98,15,0.05,299.98,284.98,0.26
723,287,957,1,299.98,15,0.05,299.98,284.98,0.31
139471,55770,957,1,299.98,15,0.05,299.98,284.98,-0.07
24307,9733,957,1,299.98,16.5,0.06,299.98,283.48,0.5
2761,1111,957,1,299.98,21,0.07,299.98,278.98,0.29
18993,7579,1004,1,399.98,28,0.07,399.98,371.98,-0.73
6244,2498,1004,1,399.98,28,0.07,399.98,371.98,-0.11
15823,6323,1004,1,399.98,36,0.09,399.98,363.98,0.27
6243,2498,1004,1,399.98,36,0.09,399.98,363.98,0.26
18639,7434,957,1,299.98,30,0.1,299.98,269.98,0.35
11034,4408,1004,1,399.98,40,0.1,399.98,359.98,0.32
25508,10205,1004,1,399.98,40,0.1,399.98,359.98,-0.83
6432,2571,1004,1,399.98,52,0.13,399.98,347.98,0.47
153357,61301,957,1,299.98,39,0.13,299.98,260.98,0.11
7119,2836,957,1,299.98,39,0.13,299.98,260.98,-0.14
7018,2795,1004,1,399.98,60,0.15,399.98,339.98,0.1
20121,8055,1004,1,399.98,60,0.15,399.98,339.98,-2.55
18637,7434,1004,1,399.98,60,0.15,399.98,339.98,0.05
133188,53309,957,1,299.98,45,0.15,299.98,254.98,0.34
133187,53309,957,1,299.98,48,0.16,299.98,251.98,0.26
9696,3896,957,1,299.98,51,0.17,299.98,248.98,-0.2
19015,7588,957,1,299.98,51,0.17,299.98,248.98,0.33
7205,2878,1004,1,399.98,72,0.18,399.98,327.98,0.46
21625,8661,957,1,299.98,54,0.18,299.98,245.98,0.2
14873,5972,1004,1,399.98,72,0.18,399.98,327.98,0.1
9695,3896,1004,1,399.98,72,0.18,399.98,327.98,-0.21
19463,7783,1004,1,399.98,72,0.18,399.98,327.98,0.36
21624,8661,957,1,299.98,60,0.2,299.98,239.98,-0.13
16009,6395,957,1,299.98,60,0.2,299.98,239.98,0.31
5558,2217,957,1,299.98,75,0.25,299.98,224.99,0.27
766,305,116,1,44.99,5.4,0.12,44.99,39.59,0.33
150135,59986,403,1,129.99,2.6,0.02,129.99,127.39,-1.55
149995,59927,403,1,129.99,2.6,0.02,129.99,127.39,0.5
17402,6946,365,1,59.99,2.4,0.04,59.99,57.59,-0.65
7287,2917,403,1,129.99,7.15,0.06,129.99,122.84,-2.5
23659,9472,403,1,129.99,7.15,0.06,129.99,122.84,0.47
149657,59793,403,1,129.99,7.15,0.06,129.99,122.84,0.42
14624,5878,365,1,59.99,7.2,0.12,59.99,52.79,0.45
150663,60219,403,1,129.99,16.9,0.13,129.99,113.09,-0.2
150662,60219,403,1,129.99,19.5,0.15,129.99,110.49,0.36
22803,9138,403,1,129.99,20.8,0.16,129.99,109.19,-0.73
16502,6608,403,1,129.99,26,0.2,129.99,103.99,-0.73
150664,60219,502,1,50,2.5,0.05,50,47.5,0.03
23660,9472,502,1,50,8,0.16,50,42,0.02
3473,1403,926,1,15.99,0.16,0.01,15.99,15.83,0.29
3474,1403,1004,1,399.98,28,0.07,399.98,371.98,0.12
149656,59793,957,1,299.98,21,0.07,299.98,278.98,0.46
3472,1403,1004,1,399.98,36,0.09,399.98,363.98,0.46
3449,1395,1004,1,399.98,40,0.1,399.98,359.98,-0.2
6944,2768,957,1,299.98,30,0.1,299.98,269.98,-0.07
130986,52411,957,1,299.98,39,0.13,299.98,260.98,0.05
18107,7231,957,1,299.98,48,0.16,299.98,251.98,0.48
22804,9138,957,1,299.98,54,0.18,299.98,245.98,0.44
13010,5209,1004,1,399.98,72,0.18,399.98,327.98,0.3
17401,6946,1004,1,399.98,80,0.2,399.98,319.98,0.11
177891,74576,1352,1,252.88,22.76,0.09,252.88,230.12,0.5
178918,75603,1359,1,84.4,4.22,0.05,84.4,80.18,0.47
179043,75728,1359,1,84.4,4.64,0.06,84.4,79.76,0.2
178916,75601,1359,1,84.4,5.91,0.07,84.4,78.49,0.49
178913,75598,1359,1,84.4,10.13,0.12,84.4,74.27,0.29
178963,75648,1359,1,84.4,14.35,0.17,84.4,70.05,-0.03
176284,72969,1359,1,84.4,21.1,0.25,84.4,63.3,0.47
175543,72228,1356,1,293.04,35.16,0.12,293.04,257.88,-0.11
175576,72261,1356,1,293.04,46.89,0.16,293.04,246.15,0.48
175467,72152,1356,1,293.04,49.82,0.17,293.04,243.22,0.26
120975,48369,93,1,24.99,0.75,0.03,24.99,24.24,0.1
52088,20845,191,1,99.99,7,0.07,99.99,92.99,0.06
104842,41997,191,1,99.99,7,0.07,99.99,92.99,0.36
75998,30401,191,1,99.99,12,0.12,99.99,87.99,0.47
75890,30359,191,1,99.99,16,0.16,99.99,83.99,0.11
75730,30304,191,1,99.99,20,0.2,99.99,79.99,0.15
66138,26419,249,1,54.97,13.74,0.25,54.97,41.23,0.36
103124,41307,191,1,99.99,25,0.25,99.99,74.99,0.01
52037,20825,403,1,129.99,0,0,129.99,129.99,0.48
117964,47196,403,1,129.99,0,0,129.99,129.99,0.25
73119,29234,403,1,129.99,1.3,0.01,129.99,128.69,0.26
60092,24013,403,1,129.99,1.3,0.01,129.99,128.69,0.33
127510,51018,403,1,129.99,1.3,0.01,129.99,128.69,0.42
69192,27637,403,1,129.99,2.6,0.02,129.99,127.39,0.34
60090,24013,403,1,129.99,2.6,0.02,129.99,127.39,0.08
51108,20478,403,1,129.99,2.6,0.02,129.99,127.39,0.26
114793,45934,403,1,129.99,3.9,0.03,129.99,126.09,-0.54
110822,44392,403,1,129.99,3.9,0.03,129.99,126.09,0.28
65716,26252,403,1,129.99,5.2,0.04,129.99,124.79,-0.8
61170,24445,403,1,129.99,5.2,0.04,129.99,124.79,0.33
68502,27351,365,1,59.99,2.4,0.04,59.99,57.59,0.35
177408,74093,1347,1,59.08,2.36,0.04,59.08,56.72,0.13
103123,41307,365,1,59.99,2.4,0.04,59.99,57.59,0.06
122690,49072,403,1,129.99,5.2,0.04,129.99,124.79,-1.55
114792,45934,403,1,129.99,5.2,0.04,129.99,124.79,0.48
177790,74475,1350,1,357.1,17.86,0.05,357.1,339.25,0.16
77637,31062,403,1,129.99,6.5,0.05,129.99,123.49,0.42
125318,50138,403,1,129.99,6.5,0.05,129.99,123.49,0.47
71488,28566,403,1,129.99,7.15,0.06,129.99,122.84,0.35
52711,21081,403,1,129.99,7.15,0.06,129.99,122.84,0.13
78093,31243,403,1,129.99,7.15,0.06,129.99,122.84,0.48
115915,46364,403,1,129.99,7.15,0.06,129.99,122.84,-0.68
113560,45448,403,1,129.99,7.15,0.06,129.99,122.84,0.38
125317,50138,403,1,129.99,7.15,0.06,129.99,122.84,0.08
122420,48959,403,1,129.99,7.15,0.06,129.99,122.84,0.26
116336,46533,403,1,129.99,7.15,0.06,129.99,122.84,0.46
77972,31201,365,1,59.99,4.2,0.07,59.99,55.79,0.48
52576,21033,403,1,129.99,9.1,0.07,129.99,120.89,0.09
177440,74125,1347,1,59.08,5.32,0.09,59.08,53.76,0.09
63047,25158,403,1,129.99,11.7,0.09,129.99,118.29,0.48
177207,73892,1363,1,215.82,19.42,0.09,215.82,196.4,0.36
65858,26309,403,1,129.99,11.7,0.09,129.99,118.29,0.1
77069,30837,403,1,129.99,13,0.1,129.99,116.99,0.22
63044,25158,403,1,129.99,13,0.1,129.99,116.99,-1.05
53697,21469,403,1,129.99,13,0.1,129.99,116.99,0.11
64986,25960,403,1,129.99,15.6,0.12,129.99,114.39,-0.18
60192,24056,403,1,129.99,15.6,0.12,129.99,114.39,-0.38
106821,42791,365,1,59.99,7.2,0.12,59.99,52.79,0.34
110530,44269,403,1,129.99,15.6,0.12,129.99,114.39,0.47
63257,25244,403,1,129.99,16.9,0.13,129.99,113.09,0.33
52763,21103,365,1,59.99,7.8,0.13,59.99,52.19,0.46
110529,44269,403,1,129.99,16.9,0.13,129.99,113.09,0.5
56675,22651,403,1,129.99,19.5,0.15,129.99,110.49,0.08
178285,74970,1353,1,461.48,69.22,0.15,461.48,392.26,0.33
52090,20845,403,1,129.99,19.5,0.15,129.99,110.49,0.31
76833,30757,403,1,129.99,20.8,0.16,129.99,109.19,0.25
75367,30152,403,1,129.99,20.8,0.16,129.99,109.19,-0.24
56674,22651,403,1,129.99,20.8,0.16,129.99,109.19,0.2
180321,77006,1363,1,215.82,34.53,0.16,215.82,181.29,0.45
111665,44713,403,1,129.99,20.8,0.16,129.99,109.19,0.16
76832,30757,403,1,129.99,22.1,0.17,129.99,107.89,0.34
180230,76915,1363,1,215.82,36.69,0.17,215.82,179.13,0.35
178193,74878,1353,1,461.48,78.45,0.17,461.48,383.03,0.09
111664,44713,403,1,129.99,22.1,0.17,129.99,107.89,0.45
104839,41997,403,1,129.99,22.1,0.17,129.99,107.89,0.18
55010,21989,403,1,129.99,23.4,0.18,129.99,106.59,0.31
52057,20830,403,1,129.99,26,0.2,129.99,103.99,-2.5
52038,20825,403,1,129.99,32.5,0.25,129.99,97.49,0.34
50782,20335,502,1,50,0,0,50,50,0.26
65857,26308,627,1,39.99,0.4,0.01,39.99,39.59,0.29
64987,25960,567,1,25,0.75,0.03,25,24.25,-1.7
57224,22861,502,1,50,2,0.04,50,48,0
56033,22385,627,1,39.99,1.6,0.04,39.99,38.39,0.09
63995,25547,627,1,39.99,2,0.05,39.99,37.99,0.13
73705,29459,502,1,50,2.75,0.06,50,47.25,0.06
66142,26419,502,1,50,6,0.12,50,44,-0.27
64985,25960,627,1,39.99,5.2,0.13,39.99,34.79,0.28
73121,29234,627,1,39.99,6.4,0.16,39.99,33.59,0.38
110797,44384,502,1,50,8,0.16,50,42,0.26
50783,20335,502,1,50,12.5,0.25,50,37.5,0.31
60091,24013,502,1,50,12.5,0.25,50,37.5,0.21
120977,48369,502,1,50,12.5,0.25,50,37.5,-0.24
175277,71962,1355,1,532.58,29.29,0.06,532.58,503.29,0.34
175295,71980,1355,1,532.58,29.29,0.06,532.58,503.29,0.35
104841,41997,905,1,24.99,3,0.12,24.99,21.99,-0.03
175415,72100,1355,1,532.58,79.89,0.15,532.58,452.69,0.49
175360,72045,1355,1,532.58,85.21,0.16,532.58,447.37,-0.05
66140,26419,797,1,17.99,2.88,0.16,17.99,15.11,0.36
175196,71881,1355,1,532.58,95.86,0.18,532.58,436.72,0.33
59225,23672,1004,1,399.98,0,0,399.98,399.98,-0.2
60510,24188,1004,1,399.98,4,0.01,399.98,395.98,0.01
75995,30401,957,1,299.98,3,0.01,299.98,296.98,-0.78
60093,24013,1004,1,399.98,4,0.01,399.98,395.98,0.08
56080,22406,1004,1,399.98,8,0.02,399.98,391.98,-0.18
52036,20825,1004,1,399.98,16,0.04,399.98,383.98,0.29
56793,22692,1004,1,399.98,16,0.04,399.98,383.98,0.34
63992,25547,1004,1,399.98,20,0.05,399.98,379.98,-0.1
64799,25888,957,1,299.98,16.5,0.06,299.98,283.48,0.07
51276,20532,1004,1,399.98,22,0.06,399.98,377.98,0.25
127172,50880,957,1,299.98,16.5,0.06,299.98,283.48,0.26
61171,24445,957,1,299.98,27,0.09,299.98,272.98,0.47
57227,22861,957,1,299.98,27,0.09,299.98,272.98,-0.8
108086,43269,957,1,299.98,27,0.09,299.98,272.98,0.31
57225,22861,957,1,299.98,30,0.1,299.98,269.98,0.35
77636,31062,957,1,299.98,36,0.12,299.98,263.98,0.08
71246,28469,957,1,299.98,36,0.12,299.98,263.98,0.27
50780,20335,1004,1,399.98,52,0.13,399.98,347.98,0.29
75368,30152,957,1,299.98,51,0.17,299.98,248.98,-0.04
111663,44713,957,1,299.98,51,0.17,299.98,248.98,0.47
63048,25158,957,1,299.98,54,0.18,299.98,245.98,0.27
111661,44713,957,1,299.98,54,0.18,299.98,245.98,0.11
57226,22861,1004,1,399.98,80,0.2,399.98,319.98,0.06
59227,23672,1004,1,399.98,80,0.2,399.98,319.98,0.27
127511,51018,957,1,299.98,60,0.2,299.98,239.98,0.2
108843,43584,957,1,299.98,60,0.2,299.98,239.98,0.33
59226,23672,1004,1,399.98,100,0.25,399.98,299.99,0.3
56037,22385,957,1,299.98,75,0.25,299.98,224.99,0.33
177341,74026,1346,1,31.08,6.22,0.2,31.08,24.86,0.24
174957,71642,1354,1,164.38,1.64,0.01,164.38,162.74,0.34
179858,76543,1362,1,39.75,1.19,0.03,39.75,38.56,0.31
176102,72787,1358,1,260.65,31.28,0.12,260.65,229.37,-0.11
175868,72553,1358,1,260.65,31.28,0.12,260.65,229.37,0.09
179902,76587,1362,1,39.75,6.36,0.16,39.75,33.39,0.45
179830,76515,1362,1,39.75,6.36,0.16,39.75,33.39,-0.08
180063,76748,1362,1,39.75,6.76,0.17,39.75,32.99,0.45
177513,74198,1348,1,11.29,2.03,0.18,11.29,9.26,0.28
176187,72872,1359,1,84.4,4.64,0.06,84.4,79.76,0.09
66279,26478,191,1,99.99,4,0.04,99.99,95.99,-1.4
51611,20657,403,1,129.99,2.6,0.02,129.99,127.39,0.26
57883,23118,403,1,129.99,5.2,0.04,129.99,124.79,0.48
55671,22234,403,1,129.99,6.5,0.05,129.99,123.49,0.47
122976,49182,403,1,129.99,6.5,0.05,129.99,123.49,0.2
117321,46941,403,1,129.99,6.5,0.05,129.99,123.49,0.34
178182,74867,1353,1,461.48,32.3,0.07,461.48,429.18,-1.5
112141,44896,403,1,129.99,11.7,0.09,129.99,118.29,-1.55
111674,44717,403,1,129.99,19.5,0.15,129.99,110.49,0.34
74585,29802,403,1,129.99,20.8,0.16,129.99,109.19,0.48
74581,29802,403,1,129.99,22.1,0.17,129.99,107.89,-0.2
105469,42241,403,1,129.99,22.1,0.17,129.99,107.89,0.09
51513,20616,403,1,129.99,26,0.2,129.99,103.99,0.24
53904,21562,502,1,50,1.5,0.03,50,48.5,0.36
117320,46941,627,1,39.99,2.8,0.07,39.99,37.19,-0.77
106213,42546,627,1,39.99,4,0.1,39.99,35.99,0.31
111671,44717,502,1,50,6,0.12,50,44,0.49
51612,20657,1004,1,399.98,0,0,399.98,399.98,0.45
53907,21562,1004,1,399.98,16,0.04,399.98,383.98,0.34
53906,21562,957,1,299.98,75,0.25,299.98,224.99,0.26
176845,73530,1362,1,39.75,0,0,39.75,39.75,0.19
175936,72621,1358,1,260.65,44.31,0.17,260.65,216.34,-0.03
93200,37331,191,1,99.99,15,0.15,99.99,84.99,0.06
88961,35623,403,1,129.99,0,0,129.99,129.99,0.3
98647,39513,365,1,59.99,0,0,59.99,59.99,0.38
90906,36410,403,1,129.99,0,0,129.99,129.99,0.49
82567,33018,403,1,129.99,0,0,129.99,129.99,-0.11
92869,37206,403,1,129.99,0,0,129.99,129.99,0.13
89938,36025,403,1,129.99,0,0,129.99,129.99,0.11
88959,35623,403,1,129.99,1.3,0.01,129.99,128.69,0.46
88305,35352,403,1,129.99,1.3,0.01,129.99,128.69,0.48
90903,36410,403,1,129.99,1.3,0.01,129.99,128.69,0.46
88445,35408,403,1,129.99,1.3,0.01,129.99,128.69,0.46
82566,33018,403,1,129.99,1.3,0.01,129.99,128.69,0.36
83381,33388,403,1,129.99,3.9,0.03,129.99,126.09,0.04
86941,34802,365,1,59.99,1.8,0.03,59.99,58.19,0.48
98291,39369,403,1,129.99,3.9,0.03,129.99,126.09,0.06
98394,39409,403,1,129.99,5.2,0.04,129.99,124.79,0.11
96977,38844,403,1,129.99,6.5,0.05,129.99,123.49,0.45
94680,37928,403,1,129.99,6.5,0.05,129.99,123.49,0.45
99322,39805,365,1,59.99,3.3,0.06,59.99,56.69,0.5
92937,37233,403,1,129.99,7.15,0.06,129.99,122.84,-2.55
91951,36845,403,1,129.99,7.15,0.06,129.99,122.84,0.26
95566,38282,403,1,129.99,9.1,0.07,129.99,120.89,0.29
89074,35665,403,1,129.99,9.1,0.07,129.99,120.89,0.08
102286,40979,403,1,129.99,11.7,0.09,129.99,118.29,-0.23
102283,40979,403,1,129.99,13,0.1,129.99,116.99,0.31
81550,32601,403,1,129.99,15.6,0.12,129.99,114.39,0.23
84828,33993,365,1,59.99,7.8,0.13,59.99,52.19,-0.03
93501,37461,403,1,129.99,16.9,0.13,129.99,113.09,0.03
81548,32601,403,1,129.99,16.9,0.13,129.99,113.09,0.1
102394,41022,403,1,129.99,16.9,0.13,129.99,113.09,0.36
93500,37461,403,1,129.99,19.5,0.15,129.99,110.49,0.48
97213,38938,403,1,129.99,19.5,0.15,129.99,110.49,-0.24
102598,41094,403,1,129.99,20.8,0.16,129.99,109.19,0.13
84616,33898,403,1,129.99,20.8,0.16,129.99,109.19,0.33
96597,38688,365,1,59.99,10.8,0.18,59.99,49.19,0.48
98646,39513,403,1,129.99,23.4,0.18,129.99,106.59,0.2
95562,38282,365,1,59.99,10.8,0.18,59.99,49.19,0.27
86943,34802,403,1,129.99,32.5,0.25,129.99,97.49,0.03
83242,33323,403,1,129.99,32.5,0.25,129.99,97.49,0.49
84631,33904,627,1,39.99,2.8,0.07,39.99,37.19,0.1
89077,35665,502,1,50,7.5,0.15,50,42.5,0.35
101196,40559,502,1,50,10,0.2,50,40,0.1
